id,key,english,thai,source_file,source_line,namespace,category,context,status,runtime_role,thai_signal,protected_reason,protected_terms,locked_spans,russian,notes,english_hash,classification_version,classification_source
entities:Ability_Prophet4_description_simple:ult_boost,Ability_Prophet4_description_simple:ult_boost,"Apply ^oShared Fate^* to all units within ^o800 radius^* for ^o{4,6,8} Seconds^*.\n\nAffected ^oEnemies^* receive a ^o40% Movement Speed Slow^* that lasts for ^o{1,1.5,2} seconds^* and then tapers off slowly. In addition, your spells that target an affected enemy will also apply to other valid nearby ^ohero enemies^*; your attacks will also propagate to them, dealing ^g100%^* damage.\n\nAffected ^oAllies^* will have Invigorate applied on all of them if it is cast on one.","มอบ ^oShared Fate^* แก่ยูนิตทั้งหมดใน ^oรัศมี 800 หน่วย^* เป็นเวลา ^o{4,6,8} วินาที^*\n\n^oศัตรู^* ที่ได้รับผลจะถูกลด ^oความเร็วเคลื่อนที่ 40%^* เป็นเวลา ^o{1,1.5,2} วินาที^* แล้วค่อย ๆ จางหาย นอกจากนี้ สกิลของคุณที่เลือกศัตรูซึ่งได้รับผลเป็นเป้าหมายจะส่งผลต่อ ^oฮีโร่ศัตรู^* อื่นที่เป็นเป้าหมายได้และอยู่ใกล้เคียงด้วย การโจมตีของคุณจะกระจายไปยังพวกมันและสร้างความเสียหาย ^g100%^*\n\n^oพันธมิตร^* ที่ได้รับผลจะได้รับ Invigorate ทั้งหมดหากร่ายใส่หนึ่งในนั้น",stringtables/entities_en.str,8138,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Shared Fate', 'Invigorate']","[{'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 8, 'source_end': 19, 'visible_start': 6, 'visible_end': 17, 'case_policy': 'EXACT', 'markup_prefix': '^o', 'markup_suffix': '^*'}, {'canonical_text': 'Invigorate', 'type': 'ABILITY', 'source_start': 420, 'source_end': 430, 'visible_start': 384, 'visible_end': 394, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Применить ^oShared Fate^* всем подразделениям внутри ^oрадиус 800^* для ^o{4,6,8} Секунды^*.\n\nЗатронутый ^oВраги^* получить ^o40% замедление скорости передвижения^* это длится в течение ^o{1,1.5,2} секунды^* а затем медленно спадает. Кроме того, ваши заклинания, нацеленные на пораженного врага, также будут применяться к другим действующим поблизости врагам. ^oвраги-герои^*; ваши атаки также распространятся на них, нанося ^g100%^* ущерб.\n\nЗатронутый ^oСоюзники^* будет иметь Invigorate применяется ко всем из них, если оно применено к одному.",,f25d34cfb648ff357d83190455fd21e042295e025d98fe78a3906c075b9d3fad,3,AUTO
entities:Ability_Prophet4_effect_header,Ability_Prophet4_effect_header,Shared Fate Effect(s),ผลของสกิล Shared Fate:,stringtables/entities_en.str,8139,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Shared Fate'],"[{'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 0, 'source_end': 11, 'visible_start': 0, 'visible_end': 11, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",Shared Fate Эффект(ы),,779be1700dabf2b2d77a4892ed0650d61ff7ce6016a7079e06775e1724d54fb8,3,AUTO
entities:Ability_Prophet4_effect_header2,Ability_Prophet4_effect_header2,,,stringtables/entities_en.str,8140,entities,empty,Empty upstream value,DEPRECATED,STRUCTURAL,SAME_AS_ENGLISH,,[],[],,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3,AUTO
entities:Ability_Prophet4_tooltip_flavor,Ability_Prophet4_tooltip_flavor,Their fate is sealed.,โชคชะตา ได้ถูกปิดผนึก!,stringtables/entities_en.str,8141,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],Их судьба предрешена.,,f4c8da108101bc887b3f51ce2cf4f5a9ee52c6ce6d84ec524bb9d4f971ef61d8,3,AUTO
entities:Ability_Prophet4_IMPACT_effect,Ability_Prophet4_IMPACT_effect,"Target an area to apply ^oShared Fate to all units within radius for {4,6,8} Seconds^*. Enemies affected by Shared Fate receive a ^o40% Movement Speed Slow^* that lasts for ^o{1,1.5,2} seconds^* and then tapers off slowly.\n\nAny of the Prophet's spells that land on a target also apply to all other valid nearby hero targets with Shared Fate. Prophet's attacks also propagate and deal 50% damage to all nearby enemy heroes with Shared Fate on them.","เลือกพื้นที่เพื่อสร้าง ^oShared Fate แก่ยูนิตรอบรัศมีรอบตัวเป็นเวลา {4,6,8} วินาที^*ศัตรูที่ได้รับผล Shared Fate จะถูก ^oลดความเร็วเคลื่อนที่ 40% ^* เป็นเวลา ^o{1,1.5,2} วินาที^* สถานะสโลว์จะหายไปอย่างช้าๆ หลังจากนั้น\n\nเวทย์ของ Prophet ที่ใช้ใส่เป้าหมาย จะถูกใช้กับฮีโร่คนอื่นๆ ที่ได้รับผล Shared Fate การโจมตีของ Prophet จะกระจายไปยังศัตรูโดยรอบที่ติดสกิล Shared Fate อีก 50% อีกด้วย",stringtables/entities_en.str,8142,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Shared Fate', 'Prophet']","[{'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 26, 'source_end': 37, 'visible_start': 24, 'visible_end': 35, 'case_policy': 'EXACT', 'markup_prefix': '^o', 'markup_suffix': ''}, {'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 108, 'source_end': 119, 'visible_start': 104, 'visible_end': 115, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 237, 'source_end': 244, 'visible_start': 225, 'visible_end': 232, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 331, 'source_end': 342, 'visible_start': 319, 'visible_end': 330, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 344, 'source_end': 351, 'visible_start': 332, 'visible_end': 339, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 429, 'source_end': 440, 'visible_start': 417, 'visible_end': 428, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Выберите область применения ^oShared Fate всем юнитам в радиусе действия за {4,6,8} Секунды^*. Враги, на которых действует Shared Fate получить ^o40% замедление скорости передвижения^* это длится в течение ^o{1,1.5,2} секунды^* а затем медленно спадает.\n\nЛюбой из Prophetзаклинания, попадающие на цель, также применяются ко всем другим действительным близлежащим целям-героям с Shared Fate. ProphetАтаки также распространяются и наносят 50% урона всем ближайшим вражеским героям с помощью Shared Fate на них.",,3048999a5e5eb67a7145cef28e6803292836a30ea6871189407bb6c9eb93144a,3,AUTO
entities:Ability_Prophet4_IMPACT_effect:ult_boost,Ability_Prophet4_IMPACT_effect:ult_boost,"Target an area to apply ^oShared Fate to all units within radius for {4,6,8} Seconds^*. Enemies affected by Shared Fate receive a ^o40% Movement Speed Slow^* that lasts for ^g{1.5,2,2.5} seconds^* and then tapers off slowly.\n\nAny of the Prophet's spells that land on a target also apply to all other valid nearby hero targets with Shared Fate. Prophet's attacks also propagate and deal ^g100% damage^* to all nearby enemy heroes with Shared Fate on them.","เลือกพื้นที่เพื่อสร้าง สนามพลังงานขึ้นมา เป็นเวลา {4,6,8} วินาที ศัตรูที่อยู่ใน Propagation Field จะ ^oติดสโลว์ 40%^* เป็นเวลา^g{1.5,2,2.5}วินาที^* \n\nสกิลทั้งหมด ที่ Prophet ใช้กับ เป้าหมายฮีโร่ศัตรู ในสนามพลังนั้น จะมีผล กับฮีโร่ศัตรู ตัวอื่นที่อยู่ ในนั้นเช่นกัน และ เมื่อ Prophet หรือ ^gฮีโร่ฝ่ายเดียวกัน^* โจมตีเป้าหมายศัตรู จะสร้างความเสียหาย ให้กับศัตรูทุกตัว ที่อยู่ในนั้น เท่ากับ 100% ของ พลังโจมตีปกติ",stringtables/entities_en.str,8143,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Shared Fate', 'Prophet']","[{'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 26, 'source_end': 37, 'visible_start': 24, 'visible_end': 35, 'case_policy': 'EXACT', 'markup_prefix': '^o', 'markup_suffix': ''}, {'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 108, 'source_end': 119, 'visible_start': 104, 'visible_end': 115, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 239, 'source_end': 246, 'visible_start': 227, 'visible_end': 234, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 333, 'source_end': 344, 'visible_start': 321, 'visible_end': 332, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 346, 'source_end': 353, 'visible_start': 334, 'visible_end': 341, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 436, 'source_end': 447, 'visible_start': 420, 'visible_end': 431, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Выберите область применения ^oShared Fate всем юнитам в радиусе действия за {4,6,8} Секунды^*. Враги, на которых действует Shared Fate получить ^o40% замедление скорости передвижения^* это длится в течение ^g{1.5,2,2.5} секунды^* а затем медленно спадает.\n\nЛюбой из Prophetзаклинания, попадающие на цель, также применяются ко всем другим действительным близлежащим целям-героям с Shared Fate. Prophetатаки также распространяются и наносят ^g100% урон^* всем близлежащим вражеским героям с Shared Fate на них.",,6d27b977414a0499a7e4585e66ced93e7871a6eb880f4db562387dd876c127a7,3,AUTO
entities:State_Prophet_Ability4_Buff_name,State_Prophet_Ability4_Buff_name,Shared Fate,Shared Fate,stringtables/entities_en.str,8146,entities,state_source_ability_reference,State field exactly references a canonical Ability_* name,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Canonical ability reference stays English,[],[],Shared Fate,,10d8ebec786c57a3cbe285097daf5069166d221ce2ce9a6df7e25dc93bf12515,3,AUTO
entities:State_Prophet_Ability4_Buff_FRAME_effect,State_Prophet_Ability4_Buff_FRAME_effect,Invigorate will propagate to you if cast,คุณจะได้รับ Invigorate หากร่าย,stringtables/entities_en.str,8147,entities,state_effect_description,User-visible state/effect explanation,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Invigorate'],"[{'canonical_text': 'Invigorate', 'type': 'ABILITY', 'source_start': 0, 'source_end': 10, 'visible_start': 0, 'visible_end': 10, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,80d6fe145a408665f897971665ba6ef92d6f637b20eb89814912a4e1e7e8540a,3,AUTO
entities:State_Prophet_Ability4_Initial_Slow_name,State_Prophet_Ability4_Initial_Slow_name,Shared Fate,Shared Fate,stringtables/entities_en.str,8150,entities,state_source_ability_reference,State field exactly references a canonical Ability_* name,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Canonical ability reference stays English,[],[],Shared Fate,,10d8ebec786c57a3cbe285097daf5069166d221ce2ce9a6df7e25dc93bf12515,3,AUTO
entities:State_Prophet_Ability4_Debuff_name,State_Prophet_Ability4_Debuff_name,Shared Fate,Shared Fate,stringtables/entities_en.str,8153,entities,state_source_ability_reference,State field exactly references a canonical Ability_* name,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Canonical ability reference stays English,[],[],Shared Fate,,10d8ebec786c57a3cbe285097daf5069166d221ce2ce9a6df7e25dc93bf12515,3,AUTO
entities:State_Prophet_Ability4_Debuff_FRAME_effect,State_Prophet_Ability4_Debuff_FRAME_effect,Prophet's spell casts and attacks will target all valid heroes affected by Shared Fate\n\nPropagated attacks deal 50% damage.,เวทมนต์ของ Prophet และการโจมตี ทั้งหมดจะกระจายไปสู่ฮีโร่ทุกคนที่ได้รับผล Shared Fate\n\nการโจมตีที่กระจายออกมา จะทำความเสียหาย 50%,stringtables/entities_en.str,8154,entities,state_effect_description,User-visible state/effect explanation,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Prophet', 'Shared Fate']","[{'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 0, 'source_end': 7, 'visible_start': 0, 'visible_end': 7, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 75, 'source_end': 86, 'visible_start': 75, 'visible_end': 86, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,815afc6fcc42dc89f9b9b97742d6aae8a4f841d35942a3a190f0a8feda947855,3,AUTO
entities:Hero_Prophet_name,Hero_Prophet_name,Prophet,Prophet,stringtables/entities_en.str,8157,entities,hero_name,Hero display name,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Hero names stay English,[],[],Prophet,,15409e87be753bfb50dc6f2169a58c7fa4ae1adefbe3e6f271b54d595ddb47d5,3,AUTO
entities:Hero_Prophet_description,Hero_Prophet_description,"There are those who take a different path to power, one of pacts and binding. These are not the infernal pacts of the Deamons, but instead they are made with the forces that oppose the chaos the Hellbourne bring. The creatures of the world and the forces of life, death, and nature themselves all wish to have their say in the fate of Newerth. To ensure the Hellbourne are driven back into the pits from which they spawned, each will empower an avatar to fight on their behalf, a Prophet to ensure that fate favors the bold. Although the pacts started out as noble, the Prophet did not realize that Raven is a trickster and his pacts come at a cost. The power that the Prophet wielded was more than any one man should taste, and soon he craved more. The only way to achieve such levels of power was the sacrifice of others and when the Legion discovered this wickedness, the Prophet was marked for retribution. He escaped to join the ranks of the Hellbourne where his prophecies can be cast without regard for life or morality.","หนทางไปสู่ พลังที่ยิ่งใหญ่ นั้นล้วนมี หลากหลาย วิธีด้วยกัน หากแต่ ทางลัดอย่าง ""การทำ พันธะสัญญา"" เอง ก็ถือเป็น หนทางที่ ผู้คน ส่วนมาก เพียรค้นหา แต่การทำ พันธะสัญญา นั้น มิใช่ว่า จะต้องทำ กับเหล่า ภูติผีปิศาจ เสมอไป แต่กลับเป็น สัญญาที่ สร้างขึ้นโดย กลุ่มพลังงาน ลึกลับ ที่จะต่อสู้ กับความหายนะ ที่ชาว Hellbourne จะนำพา มาสู่โลก อันเป็นที่รัก สิ่งมีชีวิต ทุกประเภท รวมไปถึง ขุมพลัง แห่งชีวิต ความตาย และธรรมชาติ ล้วนพร้อมที่ จะปกป้อง ดินแดน Newerth จากภยันตราย ทั้งปวง และ เพื่อให้ แน่ใจแล้วว่า เหล่า Hellbourne ได้ถูกขับไล่ กลับไปยัง หลุมดำอันมืดมิด ของพวกมัน เป็นที่ แน่นอนแล้ว เหล่าขุมพลัง ทั้งหลาย จึงได้สร้าง ร่างอวตาร ของตน ขึ้นมา เรียกขาน ร่างนั้นกันว่า Prophet เพื่อต่อสู้ ในนามของ พวกเขา แต่แล้ว ผู้ผดุง ความยุติธรรม คนนี้  กลับไปสร้าง พันธะสัญญา ที่ไม่ควรสร้าง กับ Raven เสีย และ สิ่งตอบแทน ของพลังนั้น กลับเริ่มกัดกิน จิตใจของเขา อย่างรวดเร็ว Prophet เริ่มกระหาย ถึงพลังที่ ยิ่งใหญ่กว่านี้ แข็งกล้ากว่านี้ แต่การจะ ได้พลังที่ แรงกล้ากว่าที่ เขาถือครอง อยู่แล้วนั้น จำต้องแลก ด้วยชีวิต ของผู้คน มากมาย และเมื่อฝ่าย Legion ได้รับรู้ถึง ความเหี้ยมโหด นี้ Prophet ได้ถูก ตราหน้าว่าเป็น คนบาป แต่ไม่นาน หลังจากนั้น เขากลับหนี ไปพึ่งพาชาว Hellbourne เพื่อปลดปล่อย ความกระหายเลือด นี้อย่างบ้าคลั่ง",stringtables/entities_en.str,8158,entities,hero_description,Hero description or gameplay role prose,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Prophet'],"[{'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 480, 'source_end': 487, 'visible_start': 480, 'visible_end': 487, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 570, 'source_end': 577, 'visible_start': 570, 'visible_end': 577, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 669, 'source_end': 676, 'visible_start': 669, 'visible_end': 676, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 875, 'source_end': 882, 'visible_start': 875, 'visible_end': 882, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Есть те, кто выбирает другой путь к власти – путь пактов и обязательств. Это не адские пакты Демонов, а заключены с силами, которые противостоят хаосу, который приносит Хеллборн. Создания мира, а также силы жизни, смерти и сама природа желают сказать свое слово в судьбе Ньюерта. Чтобы гарантировать, что Хеллборны будут отброшены обратно в ямы, из которых они появились, каждый из них наделит аватаром возможность сражаться от его имени. Prophet чтобы судьба благоволила смелым. Хотя пакты начинались как благородные, Prophet не осознавал, что Рэйвен — обманщик, и за его пакты приходится платить. Сила, которую Prophet В его распоряжении было больше, чем мог бы попробовать любой человек, и вскоре он жаждал большего. Единственным способом достичь такого уровня власти было принесение в жертву других, и когда Легион обнаружил это зло, Prophet был отмечен возмездием. Он сбежал, чтобы пополнить ряды Хеллборнов, где его пророчества можно было произносить, не обращая внимания на жизнь и мораль.",,78345881d9cb01aeb3649d16f35769b3177ebb79ff46b81aa64589bc04ca22e5,3,AUTO
entities:Hero_Prophet_role,Hero_Prophet_role,Prophet is an extremely versatile ranged intelligence hero. His strengths lay in his early laning harassment as well as his teamfight presence. A well placed Shared Fate can alter any teamfight in Prophet's Favor!,"Prophet เป็นฮีโร่ โจมตีระยะไกล สาย Intelligence ที่มี รูปแบบการเล่น ค่อนข้างหลากหลาย, จุดเด่นของเขา คือการก่อกวน ศัตรูในเลน ได้เป็นอย่างดี Prophet จะสามารถ สร้างความได้เปรียบใน การต่อสู้แบบทีม เป็นอย่างมาก การวาง Shared Fate ที่ฉลาด สามารถพลิกเกมได้ทุกเมื่อ!",stringtables/entities_en.str,8159,entities,hero_description,Hero description or gameplay role prose,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Prophet', 'Shared Fate']","[{'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 0, 'source_end': 7, 'visible_start': 0, 'visible_end': 7, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Shared Fate', 'type': 'ABILITY', 'source_start': 158, 'source_end': 169, 'visible_start': 158, 'visible_end': 169, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Prophet', 'type': 'HERO', 'source_start': 197, 'source_end': 204, 'visible_start': 197, 'visible_end': 204, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Prophet чрезвычайно универсальный герой дальнего разведки. Его сильные стороны заключаются в его преследовании на ранней стадии, а также в его присутствии в командных боях. Хорошо расположен Shared Fate может изменить любой командный бой в ProphetБлагосклонность!",,084032f59acd76c8909f77460271f22a3e5fd52956afe6cd266ad92d442f1077,3,AUTO
entities:Ability_PuppetMaster1_name,Ability_PuppetMaster1_name,Puppeteer's Hold,Puppeteer's Hold,stringtables/entities_en.str,8165,entities,ability_name,Ability display name or named variant,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Ability names stay English,[],[],Puppeteer's Hold,,30105ddee4fc69f448334415e374a8949dadbd8dc8a98a89dd62a22ba8c121f8,3,AUTO
entities:Ability_PuppetMaster1_description,Ability_PuppetMaster1_description,The Puppet Master ties up a target enemy unit with puppet strings. The strings restrain movement heavily.,เรียก หุ่นกระบอก ออกมาล็อค เป้าหมาย ส่งผลให้เป้าหมาย เคลื่อนที่ไปได้ ไม่ไกล เพราะจะถูก ดึงกลับมา ยังตำแหน่งเดิม,stringtables/entities_en.str,8166,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Puppet Master'],"[{'canonical_text': 'Puppet Master', 'type': 'HERO', 'source_start': 4, 'source_end': 17, 'visible_start': 4, 'visible_end': 17, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",Puppet Master связывает выбранного вражеского юнита марионеточными нитками. Струны сильно сковывают движения.,,3fff930e731d51d37ea22383bf2b1e2efd06175894796b6df49e6f67fe626e58,3,AUTO
entities:Ability_PuppetMaster1_description_simple,Ability_PuppetMaster1_description_simple,"Tie up an enemy unit with your puppet strings, applying a ^o{2.6,3.3,3.9,4.5} second Bind^* with a {80,100,120,140} Pull Force. If the target moves away from the center they will be ^opulled back^*.","ผูกพัน กับเป้าหมาย ^oเป็นเวลา {2.6,3.3,3.9,4.5} วินาที^* ด้วยแรงดึง {80,100,120,140} หน่วย ส่งผลให้เป้าหมาย เคลื่อนที่ได้ ไม่ไกล เพราะจะถูกดึง กลับมายัง ตำแหน่งเดิม",stringtables/entities_en.str,8167,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],"Свяжите вражеский юнит своими марионеточными нитками, применив ^o{2.6,3.3,3.9,4.5} вторая привязка^* с {80,100,120,140} Тяговая сила. Если цель отойдет от центра, она будет ^oотодвинут назад^*.",,f4f7feb0b24fb761fb86982e50cec831003f1d4ef4f05f34f75fde1b4854a0ea,3,AUTO
entities:Ability_PuppetMaster1_effect_header,Ability_PuppetMaster1_effect_header,Puppeteer's Hold,ผลของสกิล Puppeteer's Hold:,stringtables/entities_en.str,8168,entities,ability_name,Effect header exactly repeats the canonical ability name,KEEP_EN,DISPLAY_TEXT,DIFFERENT,Ability names stay English,[],[],Puppeteer's Hold,,30105ddee4fc69f448334415e374a8949dadbd8dc8a98a89dd62a22ba8c121f8,3,AUTO
entities:Ability_PuppetMaster1_IMPACT_effect,Ability_PuppetMaster1_IMPACT_effect,"Applies Puppeteer's Hold to target for {2.6,3.3,3.9,4.5} seconds with a {80,100,120,140} Pull Force. Target is constantly pushed toward the position he was at when Puppeteer's Hold was applied. If the target moves too far from this location, it will be forced back to the original position.\n\nWhile active, the skill grants 800 day / 500 night vision around the target.","มอบ Puppeteer's Hold แก่เป้าหมายเป็นเวลา {2.6,3.3,3.9,4.5} วินาทีด้วยแรงดึง {80,100,120,140} หน่วย เป้าหมายจะถูกผลักเข้าหาตำแหน่งที่อยู่ตอนถูกมอบ Puppeteer's Hold อย่างต่อเนื่อง หากเคลื่อนห่างจากตำแหน่งนี้มากเกินไปจะถูกบังคับกลับไปยังตำแหน่งเดิม\n\nขณะทำงาน สกิลนี้มอบการมองเห็นกลางวัน 800 หน่วยและกลางคืน 500 หน่วยรอบเป้าหมาย",stringtables/entities_en.str,8169,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"[""Puppeteer's Hold""]","[{'canonical_text': ""Puppeteer's Hold"", 'type': 'ABILITY', 'source_start': 8, 'source_end': 24, 'visible_start': 8, 'visible_end': 24, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': ""Puppeteer's Hold"", 'type': 'ABILITY', 'source_start': 164, 'source_end': 180, 'visible_start': 164, 'visible_end': 180, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Применяется Puppeteer's Hold нацеливаться на {2.6,3.3,3.9,4.5} секунды с {80,100,120,140} Тяговая сила. Цель постоянно подталкивается к тому положению, в котором она находилась в момент Puppeteer's Hold был применен. Если цель отойдет слишком далеко от этого места, она вернется в исходное положение.\n\nПока активно, умение дает 800 дневного/500 ночного обзора вокруг цели.",,0709e06419f64e690c7fb7d4fd2f7f014069fe650107ba8b3bbbaf1567fb8821,3,AUTO
entities:Ability_PuppetMaster1_tooltip_flavor,Ability_PuppetMaster1_tooltip_flavor,Dance like the Marionettes!,เต้นรำเหมือนหุ่นเชิด!,stringtables/entities_en.str,8171,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],Танцуйте как марионетки!,,115606f819af0e1bd31cc508cac9ae9b1c42093cb10fef30b2e3594a33068b9f,3,AUTO
entities:State_PuppetMaster_Ability1_name,State_PuppetMaster_Ability1_name,Puppeteer's Hold,Puppeteer's Hold,stringtables/entities_en.str,8176,entities,state_source_ability_reference,State field exactly references a canonical Ability_* name,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Canonical ability reference stays English,[],[],Puppeteer's Hold,,30105ddee4fc69f448334415e374a8949dadbd8dc8a98a89dd62a22ba8c121f8,3,AUTO
entities:Ability_PuppetMaster2_name,Ability_PuppetMaster2_name,Puppet Show,Puppet Show,stringtables/entities_en.str,8183,entities,ability_name,Ability display name or named variant,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Ability names stay English,[],[],Puppet Show,,2d5d49a33322d4096845f09b44646ba2664cbbb1ddb3f320ea507f7f0eb360a6,3,AUTO
entities:Ability_PuppetMaster2_description,Ability_PuppetMaster2_description,"The Puppet Master enslaves an enemy unit as his Puppet. The target is driven crazy and will attack the nearest unit, be it friend or foe.",ทำให้ เป้าหมาย กลายเป็นหุ่นชัก ส่งผลให้ ไม่สามารถควบคุม ตนเองได้ ทำให้ โจมตีได้ ทั้งฝ่ายเดียวกันเอง หรือศัตรู ที่มาอยู่ใกล้ตัว,stringtables/entities_en.str,8184,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Puppet Master'],"[{'canonical_text': 'Puppet Master', 'type': 'HERO', 'source_start': 4, 'source_end': 17, 'visible_start': 4, 'visible_end': 17, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Puppet Master порабощает вражеский юнит как свою марионетку. Цель сходит с ума и атакует ближайший юнит, будь то друг или враг.",,d3829b265895a40f4b87038937b822adafed3f5b3a1faadf3b7b546811843d04,3,AUTO
